trade_id,trader_id,ticker,trade_date,trade_time,side,quantity,price,trade_value
T00003474,TRD0011,RELIANCE,2025-08-15,2025-08-15 12:34:00,SELL,13,2271.15,29525.0
T00003475,TRD0011,GOOGL,2023-01-06,2023-01-06 12:55:00,SELL,68,1015.04,69022.88
T00003476,TRD0011,RELIANCE,2021-12-28,2021-12-28 09:08:00,SELL,43,1682.31,72339.42
T00003477,TRD0011,MSFT,2023-10-24,2023-10-24 09:51:00,BUY,32,4262.37,136395.82
T00003478,TRD0011,HDFCBANK,2023-08-29,2023-08-29 12:20:00,BUY,57,2049.52,116822.81
T00003479,TRD0011,RELIANCE,2024-08-12,2024-08-12 10:37:00,BUY,179,2143.29,383648.88
T00003480,TRD0011,RELIANCE,2025-09-15,2025-09-15 09:01:00,BUY,67,2312.77,154955.84
T00003481,TRD0011,RELIANCE,2024-07-23,2024-07-23 13:33:00,BUY,145,2032.03,294644.76
T00003482,TRD0011,GOOGL,2022-09-22,2022-09-22 11:29:00,SELL,182,1153.29,209899.49
T00003483,TRD0011,AAPL,2024-10-10,2024-10-10 14:03:00,BUY,189,2438.5,460876.95
T00003484,TRD0011,TSLA,2021-11-05,2021-11-05 09:33:00,SELL,176,512.28,90161.52
T00003485,TRD0011,TSLA,2025-05-28,2025-05-28 10:58:00,SELL,179,1103.56,197536.92
T00003486,TRD0011,HDFCBANK,2021-08-05,2021-08-05 09:51:00,SELL,56,1098.09,61492.95
T00003487,TRD0011,TSLA,2021-05-03,2021-05-03 10:10:00,BUY,67,374.37,25082.54
T00003488,TRD0011,GOOGL,2022-03-03,2022-03-03 14:25:00,SELL,84,792.86,66600.11
T00003489,TRD0011,AAPL,2024-09-23,2024-09-23 11:12:00,BUY,176,2337.4,411383.04
T00003490,TRD0011,AAPL,2024-02-20,2024-02-20 10:05:00,BUY,69,1941.98,133996.54
T00003491,TRD0011,GOOGL,2025-10-27,2025-10-27 11:05:00,SELL,194,810.71,157277.58
T00003492,TRD0011,HDFCBANK,2021-02-11,2021-02-11 09:51:00,SELL,63,1327.96,83661.46
T00003493,TRD0011,AAPL,2023-10-23,2023-10-23 12:49:00,BUY,74,2004.14,148306.35
T00003494,TRD0011,RELIANCE,2024-10-29,2024-10-29 13:23:00,BUY,181,2187.57,395950.27
T00003495,TRD0011,AAPL,2024-05-29,2024-05-29 14:32:00,BUY,20,2201.93,44038.53
T00003496,TRD0011,GOOGL,2023-03-29,2023-03-29 12:48:00,BUY,69,1134.77,78299.04
T00003497,TRD0011,MSFT,2021-08-12,2021-08-12 12:16:00,SELL,83,2107.83,174949.86
T00003498,TRD0011,AMZN,2021-08-13,2021-08-13 12:26:00,BUY,69,603.18,41619.5
T00003499,TRD0011,HDFCBANK,2022-10-31,2022-10-31 10:53:00,BUY,62,1349.14,83646.85
T00003500,TRD0011,TSLA,2023-10-27,2023-10-27 12:32:00,SELL,113,603.92,68242.85
T00003501,TRD0011,RELIANCE,2023-11-06,2023-11-06 10:59:00,SELL,94,1639.11,154075.99
T00003502,TRD0011,HDFCBANK,2023-08-18,2023-08-18 11:31:00,SELL,65,1962.0,127529.99
T00003503,TRD0011,RELIANCE,2024-02-06,2024-02-06 10:37:00,BUY,22,1491.53,32813.65
T00003504,TRD0011,MSFT,2023-11-03,2023-11-03 09:45:00,BUY,192,4490.69,862213.22
T00003505,TRD0011,MSFT,2023-06-12,2023-06-12 09:51:00,SELL,184,4045.79,744426.0
T00003506,TRD0011,AAPL,2022-01-13,2022-01-13 09:09:00,BUY,88,1403.18,123479.45
T00003507,TRD0011,MSFT,2025-03-04,2025-03-04 12:43:00,BUY,87,9438.32,821133.97
T00003508,TRD0011,AAPL,2023-10-19,2023-10-19 13:17:00,BUY,156,2093.75,326624.93
T00003509,TRD0011,AAPL,2023-01-30,2023-01-30 09:35:00,BUY,69,1085.85,74923.45
T00003510,TRD0011,GOOGL,2021-07-27,2021-07-27 14:12:00,SELL,107,597.96,63982.05
T00003511,TRD0011,HDFCBANK,2021-02-02,2021-02-02 14:18:00,BUY,24,1304.39,31305.33
T00003512,TRD0011,MSFT,2023-10-03,2023-10-03 12:45:00,BUY,140,4599.74,643964.07
T00003513,TRD0011,AMZN,2022-09-20,2022-09-20 14:32:00,SELL,198,423.52,83857.3
T00003514,TRD0011,HDFCBANK,2025-04-23,2025-04-23 11:22:00,BUY,74,3253.99,240794.98
T00003515,TRD0011,RELIANCE,2023-08-22,2023-08-22 13:54:00,SELL,15,1788.8,26832.06
T00003516,TRD0011,GOOGL,2023-04-14,2023-04-14 11:22:00,SELL,62,1154.18,71559.05
T00003517,TRD0011,TSLA,2023-02-17,2023-02-17 09:35:00,BUY,47,513.31,24125.6
T00003518,TRD0011,RELIANCE,2021-09-17,2021-09-17 12:27:00,SELL,59,1600.83,94449.02
T00003519,TRD0011,AAPL,2022-03-08,2022-03-08 11:39:00,BUY,53,1136.9,60255.64
T00003520,TRD0011,TSLA,2023-09-22,2023-09-22 11:33:00,BUY,70,575.23,40266.05
T00003521,TRD0011,AMZN,2024-04-23,2024-04-23 13:08:00,SELL,22,760.6,16733.28
T00003522,TRD0011,TSLA,2022-09-12,2022-09-12 14:33:00,SELL,30,551.49,16544.79
T00003523,TRD0011,TSLA,2025-06-03,2025-06-03 10:28:00,BUY,128,1121.45,143545.88
T00003524,TRD0011,HDFCBANK,2024-08-14,2024-08-14 14:33:00,BUY,149,2213.74,329847.27
T00003525,TRD0011,TSLA,2025-01-07,2025-01-07 10:35:00,SELL,36,1015.71,36565.57
T00003526,TRD0011,AMZN,2021-08-18,2021-08-18 13:22:00,BUY,163,595.13,97005.79
T00003527,TRD0011,TSLA,2022-11-10,2022-11-10 12:13:00,BUY,45,539.72,24287.6
T00003528,TRD0011,TSLA,2024-06-25,2024-06-25 14:16:00,SELL,36,747.21,26899.4
T00003529,TRD0011,RELIANCE,2022-01-25,2022-01-25 13:58:00,BUY,191,1689.04,322607.53
T00003530,TRD0011,TSLA,2021-11-11,2021-11-11 14:53:00,SELL,85,503.33,42782.69
T00003531,TRD0011,AAPL,2025-08-01,2025-08-01 14:21:00,BUY,96,2781.3,267005.06
T00003532,TRD0011,AAPL,2023-09-29,2023-09-29 12:23:00,SELL,49,1853.35,90814.25
T00003533,TRD0011,AMZN,2024-01-15,2024-01-15 14:13:00,SELL,103,647.98,66742.03
T00003534,TRD0011,MSFT,2024-04-22,2024-04-22 09:45:00,SELL,158,4398.46,694956.59
T00003535,TRD0011,AAPL,2022-10-26,2022-10-26 13:37:00,BUY,142,1386.67,196907.83
T00003536,TRD0011,AAPL,2023-02-08,2023-02-08 09:57:00,BUY,132,1166.5,153977.63
T00003537,TRD0011,GOOGL,2024-04-11,2024-04-11 12:47:00,SELL,27,939.47,25365.61
T00003538,TRD0011,MSFT,2025-07-16,2025-07-16 12:30:00,SELL,149,10086.87,1502944.35
T00003539,TRD0011,AAPL,2025-03-07,2025-03-07 14:47:00,BUY,71,3011.91,213845.34
T00003540,TRD0011,AAPL,2023-03-17,2023-03-17 13:32:00,SELL,84,1475.7,123958.93
T00003541,TRD0011,AMZN,2024-12-18,2024-12-18 13:55:00,BUY,68,794.83,54048.1
T00003542,TRD0011,GOOGL,2025-10-30,2025-10-30 11:41:00,BUY,45,803.22,36144.72
T00003543,TRD0011,GOOGL,2023-09-25,2023-09-25 14:04:00,SELL,161,967.78,155812.65
T00003544,TRD0011,HDFCBANK,2025-04-29,2025-04-29 13:34:00,BUY,191,3176.13,606640.79
T00003545,TRD0011,AMZN,2023-03-02,2023-03-02 13:23:00,SELL,30,539.73,16191.98
T00003546,TRD0011,GOOGL,2022-09-13,2022-09-13 14:12:00,SELL,121,1133.41,137142.34
T00003547,TRD0011,AAPL,2022-05-06,2022-05-06 12:35:00,BUY,73,1135.65,82902.5
T00003548,TRD0011,HDFCBANK,2021-02-17,2021-02-17 10:17:00,SELL,45,1308.99,58904.77
T00003549,TRD0011,GOOGL,2023-10-03,2023-10-03 11:20:00,SELL,181,1021.03,184806.12
T00003550,TRD0011,RELIANCE,2025-02-14,2025-02-14 10:13:00,BUY,143,2148.18,307189.3
T00003551,TRD0011,TSLA,2023-03-17,2023-03-17 13:07:00,SELL,99,503.86,49881.96
T00003552,TRD0011,TSLA,2023-08-11,2023-08-11 13:58:00,BUY,171,567.04,96964.56
T00003553,TRD0011,AMZN,2022-11-30,2022-11-30 10:04:00,SELL,185,435.4,80548.95
T00003554,TRD0011,AAPL,2022-05-24,2022-05-24 13:46:00,BUY,188,1174.55,220815.91
T00003555,TRD0011,RELIANCE,2021-03-05,2021-03-05 12:01:00,BUY,33,1798.26,59342.59
T00003556,TRD0011,AAPL,2022-09-05,2022-09-05 13:00:00,BUY,139,1405.68,195389.97
T00003557,TRD0011,TSLA,2022-03-14,2022-03-14 14:10:00,BUY,82,791.99,64942.87
T00003558,TRD0012,HDFCBANK,2023-11-20,2023-11-20 13:16:00,SELL,3646,2172.13,7919569.48
T00003559,TRD0012,AMZN,2023-05-12,2023-05-12 13:54:00,SELL,2713,502.67,1363739.44
T00003560,TRD0012,GOOGL,2025-07-07,2025-07-07 13:04:00,BUY,4199,956.75,4017398.23
T00003561,TRD0012,RELIANCE,2021-05-19,2021-05-19 11:38:00,BUY,1345,1642.93,2209746.72
T00003562,TRD0012,GOOGL,2022-10-12,2022-10-12 11:21:00,SELL,2074,1085.74,2251823.69
T00003563,TRD0012,MSFT,2024-07-01,2024-07-01 12:22:00,BUY,1220,4983.54,6079921.9
T00003564,TRD0012,GOOGL,2021-06-17,2021-06-17 14:11:00,BUY,4667,679.24,3170033.49
T00003565,TRD0012,GOOGL,2025-01-22,2025-01-22 14:04:00,BUY,4070,969.43,3945584.05
T00003566,TRD0012,TSLA,2021-07-26,2021-07-26 14:16:00,BUY,3208,346.21,1110647.77
T00003567,TRD0012,HDFCBANK,2021-05-17,2021-05-17 14:10:00,BUY,1400,1254.66,1756526.17
T00003568,TRD0012,AMZN,2023-07-26,2023-07-26 09:33:00,BUY,4779,479.26,2290359.7
T00003569,TRD0012,TSLA,2022-06-10,2022-06-10 11:58:00,BUY,3537,582.45,2060108.18
T00003570,TRD0012,GOOGL,2025-01-15,2025-01-15 11:16:00,SELL,3948,1015.72,4010060.22
T00003571,TRD0012,MSFT,2025-05-08,2025-05-08 10:52:00,SELL,2110,8921.77,18824930.12
T00003572,TRD0012,AMZN,2022-03-16,2022-03-16 10:07:00,BUY,2228,541.15,1205676.37
T00003573,TRD0012,MSFT,2021-02-02,2021-02-02 11:04:00,BUY,4827,1375.75,6640756.55
T00003574,TRD0012,MSFT,2025-01-31,2025-01-31 12:24:00,SELL,1991,8697.44,17316602.11
T00003575,TRD0012,AMZN,2024-12-23,2024-12-23 14:40:00,BUY,1476,802.92,1185110.49
T00003576,TRD0012,HDFCBANK,2022-07-22,2022-07-22 14:54:00,BUY,4549,1340.11,6096139.93
T00003577,TRD0012,HDFCBANK,2024-04-12,2024-04-12 10:56:00,BUY,4298,2489.52,10699973.61
T00003578,TRD0012,GOOGL,2022-05-30,2022-05-30 14:10:00,SELL,2676,845.12,2261544.46
T00003579,TRD0012,TSLA,2025-05-01,2025-05-01 13:29:00,SELL,972,1093.73,1063100.97
T00003580,TRD0012,MSFT,2025-06-30,2025-06-30 11:47:00,SELL,3813,10577.8,40333159.92
T00003581,TRD0012,HDFCBANK,2022-09-16,2022-09-16 13:15:00,BUY,3773,1308.15,4935639.92
T00003582,TRD0012,GOOGL,2022-08-05,2022-08-05 14:32:00,SELL,757,982.81,743984.14
T00003583,TRD0012,MSFT,2023-05-01,2023-05-01 12:08:00,BUY,2449,3090.8,7569357.09
T00003584,TRD0012,GOOGL,2024-02-26,2024-02-26 10:58:00,SELL,1036,1015.84,1052413.06
T00003585,TRD0012,GOOGL,2022-08-19,2022-08-19 09:36:00,BUY,1888,1007.72,1902576.73
T00003586,TRD0012,HDFCBANK,2024-10-09,2024-10-09 13:36:00,SELL,2163,2821.84,6103645.61
T00003587,TRD0012,MSFT,2024-11-06,2024-11-06 13:07:00,BUY,1111,6363.69,7070058.76
T00003588,TRD0012,AAPL,2025-09-16,2025-09-16 12:11:00,BUY,2877,3253.86,9361354.42
T00003589,TRD0012,AMZN,2022-01-31,2022-01-31 11:33:00,BUY,4015,569.53,2286648.94
T00003590,TRD0012,TSLA,2023-06-06,2023-06-06 10:48:00,BUY,4397,578.98,2545771.72
T00003591,TRD0012,AAPL,2021-12-02,2021-12-02 14:06:00,BUY,3187,1391.15,4433594.47
T00003592,TRD0012,GOOGL,2025-08-27,2025-08-27 13:04:00,BUY,3159,910.87,2877429.49
T00003593,TRD0012,MSFT,2025-04-07,2025-04-07 12:42:00,BUY,4157,8884.54,36933015.41
T00003594,TRD0012,AMZN,2022-05-23,2022-05-23 12:56:00,SELL,4624,447.49,2069184.21
T00003595,TRD0012,GOOGL,2023-03-07,2023-03-07 10:31:00,BUY,4807,1116.89,5368875.38
T00003596,TRD0012,AMZN,2024-08-21,2024-08-21 14:45:00,SELL,1717,835.05,1433785.94
T00003597,TRD0012,RELIANCE,2023-05-25,2023-05-25 09:04:00,BUY,2119,1761.8,3733261.16
T00003598,TRD0012,AAPL,2024-02-29,2024-02-29 10:28:00,BUY,2961,1822.52,5396475.99
T00003599,TRD0012,HDFCBANK,2025-07-04,2025-07-04 10:39:00,BUY,3224,2770.9,8933394.96
T00003600,TRD0012,TSLA,2021-08-13,2021-08-13 11:28:00,BUY,4764,335.72,1599364.46
T00003601,TRD0012,RELIANCE,2022-05-11,2022-05-11 10:18:00,BUY,3018,1899.22,5731847.05
T00003602,TRD0012,AMZN,2025-06-13,2025-06-13 13:09:00,BUY,2350,821.63,1930841.77
T00003603,TRD0012,RELIANCE,2023-05-24,2023-05-24 13:02:00,SELL,1647,1781.58,2934259.89
T00003604,TRD0012,GOOGL,2023-07-17,2023-07-17 11:23:00,BUY,4955,1118.79,5543603.62
T00003605,TRD0012,AMZN,2023-02-24,2023-02-24 12:51:00,SELL,3811,512.74,1954050.08
T00003606,TRD0012,MSFT,2023-08-30,2023-08-30 10:02:00,SELL,1898,5206.08,9881130.77
T00003607,TRD0012,AMZN,2021-05-18,2021-05-18 09:42:00,BUY,1297,683.27,886196.43
T00003608,TRD0012,HDFCBANK,2022-10-24,2022-10-24 13:51:00,BUY,1555,1346.24,2093401.68
T00003609,TRD0012,HDFCBANK,2025-07-14,2025-07-14 10:03:00,SELL,3512,2674.68,9393472.74
T00003610,TRD0012,AMZN,2025-10-09,2025-10-09 09:58:00,BUY,2726,900.72,2455366.12
T00003611,TRD0012,AAPL,2021-08-25,2021-08-25 14:43:00,BUY,2817,1519.49,4280401.97
T00003612,TRD0012,GOOGL,2025-03-14,2025-03-14 14:42:00,BUY,3388,911.31,3087521.9
T00003613,TRD0012,AAPL,2025-12-24,2025-12-24 11:42:00,SELL,3382,3083.53,10428504.61
T00003614,TRD0012,AMZN,2022-08-22,2022-08-22 14:39:00,SELL,3323,387.94,1289115.77
T00003615,TRD0012,AAPL,2025-07-16,2025-07-16 10:26:00,BUY,3133,2888.38,9049305.21
T00003616,TRD0012,MSFT,2021-04-14,2021-04-14 14:20:00,BUY,4690,1485.26,6965866.33
T00003617,TRD0012,HDFCBANK,2022-03-11,2022-03-11 14:12:00,BUY,4722,1472.56,6953420.84
T00003618,TRD0012,RELIANCE,2021-04-22,2021-04-22 14:23:00,BUY,3443,1625.85,5597790.25
T00003619,TRD0012,TSLA,2024-04-01,2024-04-01 14:39:00,BUY,3158,688.89,2175518.35
T00003620,TRD0012,MSFT,2023-08-17,2023-08-17 14:14:00,SELL,1789,4911.21,8786163.62
T00003621,TRD0012,AAPL,2024-01-08,2024-01-08 12:22:00,SELL,3777,1945.24,7347171.48
T00003622,TRD0012,RELIANCE,2023-02-17,2023-02-17 10:58:00,BUY,4882,1939.67,9469448.46
T00003623,TRD0012,TSLA,2023-10-13,2023-10-13 11:03:00,BUY,2023,602.01,1217861.31
T00003624,TRD0012,GOOGL,2022-03-15,2022-03-15 14:10:00,SELL,2152,852.82,1835275.49
T00003625,TRD0012,AMZN,2024-08-12,2024-08-12 11:36:00,SELL,985,762.72,751279.38
T00003626,TRD0012,TSLA,2023-06-29,2023-06-29 14:00:00,SELL,2866,577.57,1655314.04
T00003627,TRD0012,GOOGL,2022-07-11,2022-07-11 11:36:00,BUY,3261,1014.19,3307277.69
T00003628,TRD0012,AAPL,2021-06-14,2021-06-14 10:13:00,BUY,4065,1694.32,6887426.71
T00003629,TRD0012,HDFCBANK,2025-04-23,2025-04-23 11:04:00,SELL,2742,3260.45,8940160.24
T00003630,TRD0012,HDFCBANK,2024-07-02,2024-07-02 14:08:00,BUY,2616,2447.08,6401560.52
T00003631,TRD0012,HDFCBANK,2025-09-08,2025-09-08 10:22:00,SELL,3675,2557.98,9400590.92
T00003632,TRD0012,AAPL,2025-02-20,2025-02-20 14:59:00,BUY,3231,3090.81,9986403.09
T00003633,TRD0012,AAPL,2023-09-29,2023-09-29 14:58:00,BUY,1766,1854.32,3274721.0
T00003634,TRD0012,MSFT,2022-12-16,2022-12-16 14:52:00,BUY,1015,3316.98,3366736.16
T00003635,TRD0012,TSLA,2025-09-23,2025-09-23 11:57:00,BUY,3386,826.44,2798309.8
T00003636,TRD0012,AMZN,2022-08-05,2022-08-05 09:05:00,BUY,570,382.79,218193.07
T00003637,TRD0012,AAPL,2021-01-13,2021-01-13 10:35:00,BUY,3878,1677.79,6506467.11
T00003638,TRD0012,HDFCBANK,2023-10-30,2023-10-30 13:04:00,BUY,2897,2025.22,5867056.94
T00003639,TRD0012,MSFT,2022-08-08,2022-08-08 13:36:00,BUY,3099,2346.08,7270491.16
T00003640,TRD0012,TSLA,2021-07-01,2021-07-01 14:55:00,BUY,3920,358.91,1406946.44
T00003641,TRD0012,TSLA,2025-06-25,2025-06-25 13:04:00,SELL,4906,1051.98,5161034.36
T00003642,TRD0012,MSFT,2021-02-23,2021-02-23 11:40:00,SELL,1678,1364.76,2290068.74
T00003643,TRD0012,TSLA,2022-02-16,2022-02-16 11:56:00,BUY,4976,771.48,3838896.45
T00003644,TRD0012,HDFCBANK,2025-06-05,2025-06-05 12:34:00,BUY,3190,3051.78,9735188.95
T00003645,TRD0012,GOOGL,2022-04-07,2022-04-07 09:02:00,BUY,4693,784.39,3681144.68
T00003646,TRD0012,GOOGL,2024-02-20,2024-02-20 11:43:00,SELL,4904,1031.6,5058946.98
T00003647,TRD0012,AMZN,2021-03-29,2021-03-29 11:23:00,BUY,2600,653.66,1699518.81
T00003648,TRD0012,GOOGL,2021-09-29,2021-09-29 12:13:00,BUY,4382,603.21,2643264.44
T00003649,TRD0012,AAPL,2021-04-06,2021-04-06 09:03:00,SELL,1829,1723.02,3151398.84
T00003650,TRD0012,GOOGL,2024-06-11,2024-06-11 09:54:00,BUY,2756,1131.25,3117711.39
T00003651,TRD0012,MSFT,2021-12-15,2021-12-15 12:15:00,SELL,2154,1717.84,3700233.63
T00003652,TRD0012,TSLA,2021-02-15,2021-02-15 10:35:00,SELL,4999,318.29,1591154.64
T00003653,TRD0012,AAPL,2025-09-24,2025-09-24 14:59:00,SELL,4885,3185.94,15563314.65
T00003654,TRD0012,TSLA,2022-10-14,2022-10-14 13:57:00,SELL,1064,554.7,590204.35
T00003655,TRD0012,AAPL,2024-10-17,2024-10-17 09:37:00,SELL,3222,2468.41,7953211.85
T00003656,TRD0012,AMZN,2023-03-09,2023-03-09 09:28:00,BUY,764,561.03,428627.75
T00003657,TRD0012,RELIANCE,2024-04-11,2024-04-11 12:32:00,BUY,1842,1663.29,3063777.55
T00003658,TRD0012,HDFCBANK,2022-09-02,2022-09-02 10:18:00,SELL,511,1311.54,670195.57
T00003659,TRD0012,AAPL,2024-02-08,2024-02-08 11:10:00,SELL,1691,2137.89,3615179.55
T00003660,TRD0012,GOOGL,2024-06-20,2024-06-20 11:01:00,BUY,2067,1195.17,2470408.6
T00003661,TRD0012,HDFCBANK,2025-02-20,2025-02-20 13:54:00,BUY,4176,2558.05,10682414.95
T00003662,TRD0012,TSLA,2022-11-03,2022-11-03 13:47:00,BUY,1036,559.69,579840.26
T00003663,TRD0012,TSLA,2025-10-10,2025-10-10 09:09:00,BUY,3109,876.85,2726139.29
T00003664,TRD0012,HDFCBANK,2025-09-17,2025-09-17 13:29:00,SELL,4141,2463.64,10201919.01
T00003665,TRD0012,AAPL,2022-01-24,2022-01-24 09:44:00,SELL,1524,1479.58,2254877.94
T00003666,TRD0012,HDFCBANK,2025-07-31,2025-07-31 14:12:00,BUY,4800,2669.14,12811876.63
T00003667,TRD0012,HDFCBANK,2025-11-25,2025-11-25 11:03:00,SELL,692,2088.11,1444973.89
T00003668,TRD0012,HDFCBANK,2023-08-18,2023-08-18 11:39:00,BUY,2828,1953.34,5524032.16
T00003669,TRD0012,AMZN,2024-07-15,2024-07-15 13:48:00,BUY,2219,753.23,1671418.35
T00003670,TRD0012,AMZN,2022-06-08,2022-06-08 11:54:00,SELL,1756,408.7,717675.1
T00003671,TRD0012,HDFCBANK,2022-11-10,2022-11-10 10:10:00,SELL,2617,1291.69,3380356.62
T00003672,TRD0012,RELIANCE,2023-05-18,2023-05-18 12:12:00,BUY,2904,1814.29,5268688.6
T00003673,TRD0012,AMZN,2023-09-12,2023-09-12 13:17:00,BUY,2067,534.42,1104649.13
T00003674,TRD0012,HDFCBANK,2025-04-03,2025-04-03 12:23:00,SELL,2428,3203.01,7776907.0
T00003675,TRD0012,RELIANCE,2024-01-29,2024-01-29 11:17:00,BUY,3201,1558.97,4990262.29
T00003676,TRD0012,MSFT,2023-03-17,2023-03-17 13:49:00,BUY,1559,3131.74,4882386.98
T00003677,TRD0012,RELIANCE,2022-12-05,2022-12-05 09:46:00,SELL,4449,1776.72,7904606.59
T00003678,TRD0012,RELIANCE,2024-10-16,2024-10-16 10:35:00,BUY,4244,2270.87,9637591.77
T00003679,TRD0012,MSFT,2023-01-11,2023-01-11 09:30:00,BUY,2242,2804.25,6287127.73
T00003680,TRD0012,AAPL,2023-04-28,2023-04-28 13:39:00,SELL,4023,1425.36,5734226.69
T00003681,TRD0012,AMZN,2021-03-02,2021-03-02 12:31:00,SELL,1418,721.66,1023317.16
T00003682,TRD0012,HDFCBANK,2022-01-13,2022-01-13 09:40:00,SELL,4365,1613.49,7042905.13
T00003683,TRD0012,AMZN,2022-09-08,2022-09-08 13:32:00,BUY,4589,404.99,1858500.93
T00003684,TRD0012,RELIANCE,2025-05-27,2025-05-27 14:15:00,BUY,3295,2103.53,6931145.3
T00003685,TRD0012,AAPL,2025-12-11,2025-12-11 14:41:00,SELL,1141,3139.58,3582260.26
T00003686,TRD0012,GOOGL,2024-07-09,2024-07-09 11:53:00,BUY,4271,1150.72,4914734.35
T00003687,TRD0012,TSLA,2021-04-22,2021-04-22 12:01:00,SELL,3193,374.43,1195549.14
T00003688,TRD0012,HDFCBANK,2024-05-07,2024-05-07 13:12:00,BUY,2459,2282.15,5611800.39
T00003689,TRD0012,AAPL,2022-01-21,2022-01-21 09:26:00,SELL,3175,1513.73,4806105.11
T00003690,TRD0012,MSFT,2021-04-19,2021-04-19 09:16:00,SELL,3473,1516.51,5266850.5
T00003691,TRD0012,GOOGL,2025-11-26,2025-11-26 13:02:00,BUY,3354,849.96,2850767.19
T00003692,TRD0012,AAPL,2023-06-02,2023-06-02 13:18:00,BUY,4966,1442.01,7161031.63
T00003693,TRD0012,RELIANCE,2025-06-20,2025-06-20 12:02:00,SELL,2834,2125.04,6022362.27
T00003694,TRD0012,AAPL,2022-08-03,2022-08-03 11:38:00,SELL,4632,1194.62,5533481.46
T00003695,TRD0012,GOOGL,2023-08-16,2023-08-16 10:19:00,BUY,2229,1168.72,2605076.72
T00003696,TRD0012,HDFCBANK,2025-08-27,2025-08-27 10:09:00,BUY,554,2546.41,1410708.38
T00003697,TRD0012,TSLA,2025-03-27,2025-03-27 09:16:00,BUY,1517,1032.42,1566183.39
T00003698,TRD0012,AMZN,2023-01-02,2023-01-02 13:33:00,BUY,4589,442.88,2032371.74
T00003699,TRD0012,GOOGL,2021-01-04,2021-01-04 11:35:00,SELL,807,593.36,478842.11
T00003700,TRD0012,RELIANCE,2024-08-05,2024-08-05 14:54:00,SELL,2412,2027.78,4891007.58
T00003701,TRD0012,GOOGL,2024-05-17,2024-05-17 14:42:00,SELL,2427,956.41,2321196.28
T00003702,TRD0012,GOOGL,2021-05-24,2021-05-24 11:57:00,BUY,3642,667.44,2430800.59
T00003703,TRD0012,AMZN,2023-03-30,2023-03-30 14:45:00,SELL,3922,514.4,2017462.96
T00003704,TRD0012,RELIANCE,2023-05-11,2023-05-11 10:48:00,SELL,1479,1789.44,2646585.81
T00003705,TRD0012,HDFCBANK,2021-10-06,2021-10-06 14:30:00,BUY,1308,1416.7,1853041.64
T00003706,TRD0012,AMZN,2025-12-19,2025-12-19 10:02:00,SELL,1673,855.4,1431076.71
T00003707,TRD0012,MSFT,2021-07-14,2021-07-14 11:55:00,BUY,3131,1926.14,6030756.33
T00003708,TRD0012,AMZN,2022-06-02,2022-06-02 13:23:00,SELL,3441,430.83,1482486.03
T00003709,TRD0012,MSFT,2024-12-16,2024-12-16 09:40:00,SELL,2677,7999.64,21415032.7
T00003710,TRD0012,HDFCBANK,2023-08-16,2023-08-16 10:41:00,SELL,1186,1914.71,2270850.23
T00003711,TRD0012,RELIANCE,2021-11-15,2021-11-15 14:15:00,SELL,1809,1877.26,3395968.39
T00003712,TRD0012,TSLA,2024-04-17,2024-04-17 11:06:00,BUY,2715,722.85,1962535.88
T00003713,TRD0012,RELIANCE,2023-06-26,2023-06-26 11:08:00,SELL,3853,1672.62,6444592.23
T00003714,TRD0012,RELIANCE,2025-08-13,2025-08-13 14:38:00,SELL,3520,2167.71,7630323.81
T00003715,TRD0012,GOOGL,2025-05-05,2025-05-05 09:23:00,BUY,916,1079.23,988571.14
T00003716,TRD0012,HDFCBANK,2021-04-07,2021-04-07 13:10:00,BUY,2307,1390.0,3206740.3
T00003717,TRD0012,RELIANCE,2025-03-07,2025-03-07 09:29:00,BUY,1789,2331.85,4171680.73
T00003718,TRD0012,MSFT,2023-11-22,2023-11-22 13:17:00,SELL,3941,4085.13,16099506.37
T00003719,TRD0012,AAPL,2024-05-27,2024-05-27 12:51:00,SELL,3626,2205.76,7998095.79
T00003720,TRD0012,RELIANCE,2022-09-19,2022-09-19 13:53:00,BUY,1426,1474.14,2102120.63
T00003721,TRD0012,HDFCBANK,2021-05-20,2021-05-20 09:08:00,SELL,3037,1277.77,3880601.78
T00003722,TRD0012,HDFCBANK,2021-11-04,2021-11-04 14:02:00,SELL,1137,1512.39,1719584.87
T00003723,TRD0012,GOOGL,2022-09-16,2022-09-16 12:16:00,BUY,4729,1175.31,5558039.05
T00003724,TRD0012,AAPL,2022-04-06,2022-04-06 09:55:00,SELL,3818,1099.25,4196927.69
T00003725,TRD0012,TSLA,2023-07-10,2023-07-10 11:27:00,BUY,4801,602.41,2892170.84
T00003726,TRD0012,HDFCBANK,2025-01-07,2025-01-07 13:23:00,BUY,2586,2860.88,7398248.31
T00003727,TRD0012,HDFCBANK,2022-07-18,2022-07-18 09:51:00,SELL,2466,1328.69,3276560.86
T00003728,TRD0012,HDFCBANK,2025-10-30,2025-10-30 12:18:00,SELL,3063,2350.58,7199839.58
T00003729,TRD0012,TSLA,2024-12-19,2024-12-19 12:16:00,BUY,2848,956.1,2722959.18
T00003730,TRD0012,TSLA,2024-10-23,2024-10-23 10:55:00,BUY,4650,812.06,3776095.52
T00003731,TRD0012,RELIANCE,2021-02-05,2021-02-05 12:01:00,SELL,3718,1708.73,6353042.99
T00003732,TRD0012,HDFCBANK,2023-12-11,2023-12-11 09:10:00,BUY,2933,2284.08,6699197.03
